File Name,AST Similarity,Cosine TF-IDF Similarity,CodeBERT Semantic Similarity,CodeT5 Semantic Similarity,Node Overlap Similarity,Edge Overlap Similarity,CFG Similarity,Data Flow Similarity,Token Edit Similarity,Path Jaccard Similarity,Rabin Karp Similarity,NCD Similarity,MinHash Similarity,Dice Trigram Similarity,Execution Trace Similarity,CodeBLEU Score,Weisfeiler-Lehman Similarity,Jaro-Winkler Similarity,LCS Similarity,N-gram Token Similarity,clone_type
Gpt_false_pair_1029.c,1.0,1.0,1.0,0.99999964,0.127272727,0.0,0.891888376,0.750810616,1.0,1.0,1.0,0.050847458,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_103.c,1.0,1.0,0.99975556,0.9741682,0.15942029,0.0,0.705773759,0.515096868,1.0,1.0,1.0,0.127659574,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1030.c,1.0,1.0,0.9999999,1.0,0.151515152,0.0,0.687308032,0.781221866,1.0,1.0,1.0,0.083333333,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1031.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.844766929,0.651288157,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1032.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.0,0.59788809,0.777422662,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1033.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.813414973,0.81615415,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1034.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.0,0.723963946,0.543069035,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1035.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.77897682,0.843351492,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1036.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.605414724,0.526896623,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1037.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.809407257,0.703316763,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1038.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.0,0.683283991,0.554995427,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1039.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.629081827,0.543947313,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_104.c,1.0,1.0,0.9997376,0.97466415,0.15942029,0.0,0.712814685,0.514513218,1.0,1.0,1.0,0.142857143,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1040.c,1.0,1.0,0.99942285,0.99311423,0.142857143,0.027027027,0.738892191,0.618103899,1.0,1.0,1.0,0.111111111,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1041.c,1.0,1.0,0.9999392,0.9894237,0.137254902,0.0,0.59821714,0.783835011,1.0,1.0,1.0,0.075757576,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1042.c,1.0,1.0,0.99994147,0.9903605,0.137254902,0.0,0.824456813,0.609619375,1.0,1.0,1.0,0.059701493,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1043.c,1.0,1.0,0.9999387,0.9854053,0.137254902,0.0,0.65925783,0.781543648,1.0,1.0,1.0,0.06779661,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1044.c,1.0,1.0,0.9999446,0.9885598,0.137254902,0.0,0.781338199,0.55184311,1.0,1.0,1.0,0.060606061,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1045.c,1.0,1.0,0.9991542,0.97087115,0.137254902,0.018181818,0.768349888,0.631123116,1.0,1.0,1.0,0.08,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1046.c,1.0,1.0,0.9991811,0.9651078,0.137254902,0.018181818,0.711156855,0.889091714,1.0,1.0,1.0,0.1,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1047.c,1.0,1.0,0.9992101,0.97486573,0.137254902,0.0,0.866253299,0.534515591,1.0,1.0,1.0,0.063291139,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1048.c,1.0,1.0,0.9990905,0.96873266,0.137254902,0.0,0.819012987,0.611514342,1.0,1.0,1.0,0.072463768,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1049.c,1.0,1.0,0.9995326,0.96138275,0.137254902,0.0,0.531929543,0.688603243,1.0,1.0,1.0,0.072289157,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_105.c,1.0,1.0,0.9999115,0.98307526,0.15942029,0.012987013,0.756874023,0.700221731,1.0,1.0,1.0,0.08045977,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1050.c,1.0,1.0,0.999466,0.97691303,0.137254902,0.0,0.86365359,0.564141038,1.0,1.0,1.0,0.058139535,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1051.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.631794228,0.508753344,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1052.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.746962358,0.881790198,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1053.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.563813006,0.55443065,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1054.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.863454667,0.841684721,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1055.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.730727145,0.625618272,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1056.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.737738283,0.528096962,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1057.c,1.0,1.0,1.0,1.0,0.11627907,0.022222222,0.502852522,0.690384382,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1058.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.703413433,0.736116769,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1059.c,1.0,1.0,1.0,1.0,0.11627907,0.0,0.617769096,0.598962659,1.0,1.0,1.0,0.097560976,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_106.c,1.0,1.0,0.99977505,0.97555465,0.15942029,0.0,0.637245575,0.860461879,1.0,1.0,1.0,0.139784946,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1060.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.813140068,0.869747331,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1061.c,1.0,1.0,0.998262,0.9731363,0.2,0.0,0.662481312,0.553420365,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1062.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.744123871,0.733875475,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1063.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.74040944,0.714239787,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1064.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.822448876,0.83722015,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1065.c,1.0,1.0,0.998473,0.9639331,0.2,0.025641026,0.761113268,0.545766256,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1066.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.552826776,0.677022147,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1067.c,1.0,1.0,0.9986044,0.95051,0.2,0.0,0.636566435,0.757267544,1.0,1.0,1.0,0.15,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1068.c,1.0,1.0,0.9986044,0.95051,0.2,0.0,0.881575238,0.564532852,1.0,1.0,1.0,0.15,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1069.c,1.0,1.0,0.998473,0.9639331,0.2,0.0,0.589269604,0.586863067,1.0,1.0,1.0,0.097560976,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_107.c,1.0,1.0,0.9996393,0.97401625,0.15942029,0.012987013,0.759371879,0.821254764,1.0,1.0,1.0,0.166666667,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1070.c,1.0,1.0,0.9999454,0.9886755,0.122807018,0.0,0.745620534,0.630033953,1.0,1.0,1.0,0.06779661,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1071.c,1.0,1.0,0.9999454,0.9886755,0.122807018,0.0,0.752215324,0.701397383,1.0,1.0,1.0,0.06779661,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1072.c,1.0,1.0,0.9999454,0.9886755,0.122807018,0.0,0.569548825,0.604577291,1.0,1.0,1.0,0.06779661,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1073.c,1.0,1.0,0.99994445,0.9922999,0.122807018,0.0,0.834471926,0.883509975,1.0,1.0,1.0,0.06779661,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1074.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.898055056,0.739016728,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1075.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.665644235,0.766363112,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1076.c,1.0,1.0,1.0,1.0000001,0.135135135,0.052631579,0.565950144,0.717412565,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1077.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.843839152,0.594582812,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1078.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.686984297,0.576160089,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1079.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.528955732,0.680128079,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_108.c,1.0,1.0,0.99975085,0.97549736,0.15942029,0.0,0.729152241,0.557865854,1.0,1.0,1.0,0.144444444,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1080.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.723224881,0.69647586,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1081.c,1.0,1.0,1.0,1.0000001,0.135135135,0.0,0.577669385,0.62715597,1.0,1.0,1.0,0.102564103,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1082.c,1.0,1.0,0.99975634,0.9842699,0.135135135,0.0,0.708384414,0.637427946,1.0,1.0,1.0,0.113636364,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1083.c,1.0,1.0,0.99975634,0.9842699,0.135135135,0.025641026,0.596401749,0.835970139,1.0,1.0,1.0,0.113636364,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1084.c,1.0,1.0,0.99817955,0.97337395,0.11627907,0.0,0.638405184,0.626197658,1.0,1.0,1.0,0.09375,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1085.c,1.476987448,1.0,0.99662006,0.97231257,0.189189189,0.0,0.659698557,0.83709325,0.928571429,0.0,0.333333333,0.193548387,0.869158879,1.2,0,0.464285714,0.47826087,0.97804878,0.928571429,0.733333333,type12
Gpt_false_pair_1086.c,1.0,1.0,0.99817955,0.97337395,0.11627907,0.0,0.541157393,0.797486406,1.0,1.0,1.0,0.09375,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1087.c,1.476987448,1.0,0.99662006,0.97231257,0.189189189,0.024390244,0.647152501,0.645018765,0.928571429,0.0,0.333333333,0.193548387,0.869158879,1.2,0,0.464285714,0.47826087,0.97804878,0.928571429,0.733333333,type12
Gpt_false_pair_1088.c,1.0,1.0,0.99817955,0.97337395,0.11627907,0.022222222,0.543891231,0.541531457,1.0,1.0,1.0,0.09375,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1089.c,1.0,1.0,0.99817955,0.97337395,0.11627907,0.0,0.699016078,0.635023698,1.0,1.0,1.0,0.09375,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_109.c,1.0,1.0,1.0,1.0,0.142857143,0.0,0.601120834,0.817567439,1.0,1.0,1.0,0.047619048,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1090.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.792911589,0.692949647,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1091.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.741061133,0.708042561,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1092.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.700006215,0.621193457,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1093.c,1.0,1.0,1.0,1.0,0.127272727,0.016949153,0.584259755,0.646445077,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1094.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.661682045,0.895477076,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1095.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.677157401,0.711062333,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1096.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.727990341,0.753400987,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1097.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.579541671,0.796807375,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1098.c,1.0,1.0,1.0,1.0,0.127272727,0.016949153,0.815582181,0.505748593,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1099.c,1.0,1.0,1.0,1.0,0.127272727,0.0,0.84975904,0.89073832,1.0,1.0,1.0,0.046875,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_11.c,1.0,1.0,1.0,1.0000002,0.128205128,0.0,0.789365022,0.784995783,1.0,1.0,1.0,0.093023256,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_110.c,1.0,1.0,0.99973243,0.9883948,0.15942029,0.0,0.843020333,0.828443544,1.0,1.0,1.0,0.142857143,1.0,2.0,0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1100.c,1.376744186,1.0,0.9933674,0.94798875,0.172413793,0.032258065,0.639287908,0.691726106,0.9,0.0,0.090909091,0.238095238,0.652892562,0.909090909,0,0.45,0.35,0.964935065,0.9,0.636363636,type12
Gpt_false_pair_1101.c,1.376744186,1.0,0.99366796,0.9436377,0.172413793,0.0,0.89029314,0.71215773,0.9,0.0,0.090909091,0.25,0.652892562,0.909090909,0,0.45,0.35,0.961971831,0.9,0.636363636,type12
Gpt_false_pair_1102.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.0,0.727945316,0.772043718,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1103.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.0,0.89700209,0.502769704,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1104.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.025641026,0.683284287,0.812894969,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1105.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.0,0.512622031,0.876260483,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1106.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.0,0.795587372,0.656426021,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1107.c,1.0,1.0,0.9996877,0.9911341,0.135135135,0.0,0.691177596,0.824091505,1.0,1.0,1.0,0.11627907,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1108.c,1.0,1.0,0.9974291,0.95629245,0.135135135,0.025641026,0.745735471,0.553953049,1.0,1.0,1.0,0.136363636,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1109.c,1.0,1.0,0.9996877,0.9911341,0.135135135,0.0,0.783399932,0.656966371,1.0,1.0,1.0,0.11627907,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,type12
