File Name,Language,AST Similarity,Cosine TF-IDF Similarity,CodeBERT Semantic Similarity,CodeT5 Semantic Similarity,Node Overlap Similarity,Edge Overlap Similarity,CFG Similarity,Data Flow Similarity,Token Edit Similarity,Path Jaccard Similarity,Rabin Karp Similarity,NCD Similarity,MinHash Similarity,Dice Trigram Similarity,Execution Trace Similarity,CodeBLEU Score,Weisfeiler-Lehman Similarity,Jaro-Winkler Similarity,LCS Similarity,N-gram Token Similarity,clone_type
Gpt_false_pair_1006.cs,csharp,1.0,1.0,0.9999291,0.95719635,0.1836734693877551,0.0,0.8916628204655754,0.5388117890890697,1.0,1.0,1.0,0.0779220779220779,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1007.cs,csharp,1.0,1.0,0.9999291,0.95719635,0.1836734693877551,0.0,0.6616079911018318,0.8424915581224786,1.0,1.0,1.0,0.0779220779220779,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1008.cs,csharp,1.0,1.0,0.9999291,0.95719635,0.1836734693877551,0.0,0.5082774976598596,0.8724250825718696,1.0,1.0,1.0,0.0779220779220779,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1009.cs,csharp,1.0,1.0,0.9999291,0.95719635,0.1836734693877551,0.0,0.6401108124731141,0.5863913552896585,1.0,1.0,1.0,0.0779220779220779,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_101.cs,csharp,0.9870801033591732,1.0000000000000009,0.99663067,0.9572488,0.2115384615384615,0.0,0.6260836821324136,0.8932018810501086,0.918918918918919,0.2692307692307692,0.5,0.1296296296296296,0.9801980198019802,1.3,0.0,0.5940748440748441,0.6666666666666666,0.9931297709923664,0.918918918918919,0.75,type12
Gpt_false_pair_1010.cs,csharp,1.0,1.0,0.9999291,0.95719635,0.1836734693877551,0.0,0.8579897822631026,0.5209742075334549,1.0,1.0,1.0,0.0779220779220779,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1011.cs,csharp,1.0,1.0,0.99956375,0.96669227,0.1139240506329113,0.0,0.7448247613695314,0.8933999222454496,1.0,1.0,1.0,0.081081081081081,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1012.cs,csharp,1.0,1.0,0.9998673,0.97776735,0.1139240506329113,0.0,0.7248910926649532,0.5944628745775756,1.0,1.0,1.0,0.072072072072072,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1013.cs,csharp,1.0,1.0,0.9998673,0.97776735,0.1139240506329113,0.0,0.6081071614770581,0.6491221935384177,1.0,1.0,1.0,0.072072072072072,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1014.cs,csharp,1.0,1.0,0.99990034,0.9745194,0.1139240506329113,0.0,0.5987327030623756,0.73550806048131,1.0,1.0,1.0,0.0803571428571428,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1015.cs,csharp,1.0,1.0,0.9998278,0.97370404,0.1139240506329113,0.0,0.7898267355255073,0.8251714557110088,1.0,1.0,1.0,0.1261261261261261,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1016.cs,csharp,1.0,1.0,0.99956375,0.96669227,0.1139240506329113,0.0,0.5256889356233666,0.5586118834990901,1.0,1.0,1.0,0.081081081081081,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1017.cs,csharp,1.0,1.0,0.99297595,0.97067106,0.1139240506329113,0.0,0.5888661992512766,0.641246776535571,1.0,1.0,1.0,0.1181818181818181,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1018.cs,csharp,1.0,1.0,0.99421704,0.9721962,0.1139240506329113,0.0,0.7968376420620158,0.8109019918467484,1.0,1.0,1.0,0.1171171171171171,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1019.cs,csharp,1.0,1.0,0.99956375,0.96669227,0.1139240506329113,0.0,0.5136496359105335,0.5650785051780296,1.0,1.0,1.0,0.081081081081081,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_102.cs,csharp,0.9950738916256158,1.0000000000000004,0.996611,0.9475628,0.1956521739130435,0.0,0.865530762356591,0.5223956004790358,0.9032258064516128,0.2857142857142857,0.3529411764705882,0.1486486486486486,0.9801980198019802,1.1764705882352942,0.0,0.5944700460829493,0.3333333333333333,0.988,0.9032258064516128,0.7058823529411765,type12
Gpt_false_pair_1020.cs,csharp,1.0,1.0,0.9996031,0.96352214,0.1139240506329113,0.0238095238095238,0.6068351284189814,0.5677132647008426,1.0,1.0,1.0,0.0892857142857142,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1021.cs,csharp,1.0,1.0000000000000004,0.99979854,0.9860664,0.2093023255813953,0.0,0.6613211252069445,0.5324300313782595,1.0,1.0,1.0,0.0769230769230769,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1022.cs,csharp,1.0,1.0000000000000004,0.99945307,0.9770214,0.2093023255813953,0.0,0.6126384883781183,0.8948616998503002,1.0,1.0,1.0,0.109375,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1023.cs,csharp,1.0,1.0000000000000004,0.99945307,0.9770214,0.2093023255813953,0.0,0.5055602220526817,0.7208057557937936,1.0,1.0,1.0,0.109375,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1024.cs,csharp,1.0,1.0000000000000004,0.99979854,0.9860664,0.2093023255813953,0.0,0.753990462801743,0.5445431164759775,1.0,1.0,1.0,0.0769230769230769,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1025.cs,csharp,1.0,1.0000000000000004,0.99979854,0.9860664,0.2093023255813953,0.0,0.5258719408861442,0.7058024239469194,1.0,1.0,1.0,0.0769230769230769,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1026.cs,csharp,1.0,1.0000000000000004,0.99979854,0.9860664,0.2093023255813953,0.0,0.7764384742849542,0.503927009634235,1.0,1.0,1.0,0.0769230769230769,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1027.cs,csharp,1.0,1.0000000000000004,0.99975294,0.98231745,0.2093023255813953,0.0,0.5431340124876968,0.5827936621402697,1.0,1.0,1.0,0.0757575757575757,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1028.cs,csharp,1.0,1.0000000000000004,0.99979854,0.9860664,0.2093023255813953,0.0,0.6053000349112494,0.8069903311397426,1.0,1.0,1.0,0.0769230769230769,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1029.cs,csharp,1.0,1.0000000000000009,0.9999749,0.9602408,0.1698113207547169,0.0,0.8825053940589627,0.5167049049269173,1.0,1.0,1.0,0.0493827160493827,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_103.cs,csharp,1.8280542986425337,0.4103626449521846,0.979125,0.65464026,0.1282051282051282,0.0,0.5531399037514327,0.5728575314973815,0.5833333333333334,0.0,0.2307692307692307,0.6486486486486487,0.2422360248447205,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.4411764705882353,0.5833333333333334,0.375,type12
Gpt_false_pair_1030.cs,csharp,1.0,1.0000000000000009,0.99997663,0.9632987,0.1698113207547169,0.0,0.8599766204193762,0.8149835013520514,1.0,1.0,1.0,0.0434782608695652,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1031.cs,csharp,1.3804780876494025,0.7404540419079427,0.9903076,0.85019827,0.1463414634146341,0.0,0.7268460109768928,0.8456987179539333,0.8,0.0,0.6666666666666666,0.3217391304347826,0.5267175572519084,1.2666666666666666,0.0,0.4,0.5882352941176471,0.6888888888888889,0.8,0.6333333333333333,type12
Gpt_false_pair_1032.cs,csharp,1.309061488673139,0.7824452842019507,0.991898,0.84588325,0.1276595744680851,0.0,0.7884754646421304,0.8931312537090981,0.8253968253968254,0.0,0.7142857142857143,0.3170731707317073,0.6129032258064516,1.3333333333333333,0.0,0.4126984126984127,0.5882352941176471,0.7237113402061857,0.8253968253968254,0.65625,type12
Gpt_false_pair_1034.cs,csharp,0.9948717948717948,1.0000000000000002,0.9981815,0.98249626,0.126865671641791,0.0067567567567567,0.7894021068250394,0.6020821773218785,0.967741935483871,0.109375,0.84375,0.0701754385964912,1.0,1.702127659574468,0.0,0.5385584677419355,0.8461538461538461,0.3675675675675676,0.967741935483871,0.8888888888888888,type12
Gpt_false_pair_1035.cs,csharp,1.0070921985815602,1.0000000000000009,0.99523646,0.9653667,0.2156862745098039,0.0,0.6722749332659672,0.8403338819413111,0.9142857142857144,0.3181818181818182,0.3888888888888889,0.1212121212121212,0.9801980198019802,1.263157894736842,0.0,0.6162337662337662,0.3529411764705882,0.991891891891892,0.9142857142857144,0.7368421052631579,type12
Gpt_false_pair_1036.cs,csharp,1.0,1.0,0.9985801,0.9527602,0.2,0.0545454545454545,0.5026235593773811,0.8726783399295859,1.0,1.0,1.0,0.078125,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1037.cs,csharp,1.984924623115578,0.7021808048223321,0.96115327,0.6842271,0.1219512195121951,0.0232558139534883,0.5547484020816111,0.7483024180385255,0.56,0.0,0.25,0.5573770491803278,0.3698630136986301,0.625,0.0,0.28,0.4444444444444444,0.4736842105263157,0.56,0.4,type12
Gpt_false_pair_1038.cs,csharp,1.0,0.8816114554784319,0.99498314,0.90683657,0.2,0.0,0.5709332608290799,0.5485840869844372,0.9411764705882352,1.0,0.4666666666666667,0.2063492063492063,0.9047619047619048,1.3333333333333333,0.0,0.9705882352941176,1.0,0.9519083969465648,0.9411764705882352,0.8125,type12
Gpt_false_pair_1039.cs,csharp,1.0,1.0,0.99039656,0.95711124,0.2,0.0,0.6264429049139854,0.8800590409341831,1.0,1.0,1.0,0.1129032258064516,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_104.cs,csharp,1.8280542986425337,0.4103626449521846,0.979125,0.65464026,0.1282051282051282,0.0,0.6304326088072982,0.8270380950999023,0.5833333333333334,0.0,0.2307692307692307,0.6486486486486487,0.2422360248447205,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.4411764705882353,0.5833333333333334,0.375,type12
Gpt_false_pair_1040.cs,csharp,1.984924623115578,0.7021808048223321,0.96115327,0.6842271,0.1219512195121951,0.0,0.8903352260006754,0.798974936320576,0.56,0.0,0.25,0.5573770491803278,0.3698630136986301,0.625,0.0,0.28,0.4444444444444444,0.4736842105263157,0.56,0.4,type12
Gpt_false_pair_1041.cs,csharp,1.0,1.0,0.99039656,0.95711124,0.2,0.0,0.8300918694834847,0.8122640894504123,1.0,1.0,1.0,0.1129032258064516,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1042.cs,csharp,1.984924623115578,0.7021808048223321,0.96115327,0.6842271,0.1219512195121951,0.0232558139534883,0.597859178943648,0.7739856082266519,0.56,0.0,0.25,0.5573770491803278,0.3698630136986301,0.625,0.0,0.28,0.4444444444444444,0.4736842105263157,0.56,0.4,type12
Gpt_false_pair_1043.cs,csharp,1.0,1.0,0.99039656,0.95711124,0.2,0.0,0.885427496047311,0.8471004113112481,1.0,1.0,1.0,0.1129032258064516,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1044.cs,csharp,1.0,1.0,0.99039656,0.95711124,0.2,0.0,0.5609809279503116,0.620244121273051,1.0,1.0,1.0,0.1129032258064516,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1045.cs,csharp,1.0,1.0,0.99039656,0.95711124,0.2,0.0,0.7607097278909485,0.732816182739681,1.0,1.0,1.0,0.1129032258064516,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1046.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.5241118592981456,0.6550484260649535,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1047.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0175438596491228,0.7729081829811482,0.5023725677916092,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1048.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.7806600755707884,0.6846019320463024,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1049.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0357142857142857,0.884837863138199,0.5712056469073625,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_105.cs,csharp,1.8280542986425337,0.4826796606496646,0.9809966,0.69210577,0.1282051282051282,0.0,0.8187568497788833,0.7565819286162649,0.5833333333333334,0.0,0.25,0.64,0.2048192771084337,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.45,0.5833333333333334,0.375,type12
Gpt_false_pair_1050.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.5715937387653546,0.8114554332874371,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1051.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.6824741262516159,0.6507255586066725,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1052.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.880676304444444,0.598366769784187,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1053.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0,0.6568390636753854,0.5109627786449504,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1054.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0175438596491228,0.8204340017502383,0.6131826515599283,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1055.cs,csharp,1.0,1.0,0.9999998,1.0000004,0.2,0.0175438596491228,0.862249470408337,0.7036799152188185,1.0,1.0,1.0,0.0491803278688524,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1056.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0175438596491228,0.5964639110207843,0.8038340835362545,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1057.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.8789023671626357,0.888660570039026,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1058.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.8626972032087565,0.5254256808934211,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1059.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0175438596491228,0.782368738321317,0.7848943810439835,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_106.cs,csharp,1.8280542986425337,0.4103626449521846,0.979125,0.65464026,0.1282051282051282,0.0,0.5554305792317518,0.7664737637270707,0.5833333333333334,0.0,0.2307692307692307,0.6486486486486487,0.2422360248447205,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.4411764705882353,0.5833333333333334,0.375,type12
Gpt_false_pair_1060.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0175438596491228,0.6067861065535859,0.6625346751843086,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1061.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.8194313585207399,0.822551145033213,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1062.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.602719784438024,0.5131369560065013,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1063.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0357142857142857,0.567754281359122,0.7517636502087863,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1064.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.6660545657175049,0.6054011007716961,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1065.cs,csharp,1.0,1.0,0.9999268,0.97772294,0.2,0.0,0.8894335436558138,0.8764140437261652,1.0,1.0,1.0,0.0625,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1066.cs,csharp,1.0449438202247192,1.0000000000000002,0.99447966,0.88226056,0.196078431372549,0.0,0.7275094941486246,0.8102205468006707,0.9142857142857144,0.1481481481481481,0.5,0.171875,0.9801980198019802,1.263157894736842,0.0,0.5312169312169313,0.25,0.9863636363636364,0.9142857142857144,0.7368421052631579,type12
Gpt_false_pair_1067.cs,csharp,1.0,1.0000000000000009,0.9999769,0.9843789,0.1785714285714285,0.0,0.7635591340475498,0.8820869194520773,1.0,1.0,1.0,0.0504201680672268,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1068.cs,csharp,1.0,1.0000000000000009,0.9999069,0.98842376,0.1746031746031746,0.0,0.6884543234846546,0.8642285797344738,1.0,1.0,1.0,0.0638297872340425,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1069.cs,csharp,1.0,1.0000000000000009,0.998469,0.97822654,0.1746031746031746,0.0,0.8288904693196519,0.8111108379348091,1.0,1.0,1.0,0.0631578947368421,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_107.cs,csharp,1.8280542986425337,0.4826796606496646,0.9809966,0.69210577,0.1282051282051282,0.0,0.6320302632402436,0.6117190366213773,0.5833333333333334,0.0,0.25,0.64,0.2048192771084337,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.45,0.5833333333333334,0.375,type12
Gpt_false_pair_1070.cs,csharp,1.0,1.0000000000000009,0.9999069,0.98842376,0.1746031746031746,0.0140845070422535,0.7673709288563939,0.5344755173221682,1.0,1.0,1.0,0.0638297872340425,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1071.cs,csharp,0.7945205479452054,1.0000000000000002,0.9940187,0.90910727,0.1794871794871795,0.0232558139534883,0.5816472937242423,0.508542485371295,0.9375,0.2272727272727272,0.4375,0.0933333333333333,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1072.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.8604766886238391,0.5183495373059281,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1073.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.6320813215310639,0.5596123891345166,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1074.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.6914013230649219,0.881461760719852,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1075.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0232558139534883,0.8874573332876965,0.6266288225844466,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1076.cs,csharp,0.7945205479452054,1.0000000000000002,0.9940187,0.90910727,0.1794871794871795,0.0,0.8880583375009211,0.5763944165037892,0.9375,0.2272727272727272,0.4375,0.0933333333333333,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1077.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.7944995623493967,0.7026404357476207,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1078.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.6268697291555382,0.5661660630252298,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1079.cs,csharp,0.7945205479452054,1.0000000000000002,0.9954517,0.9243107,0.1794871794871795,0.0,0.7023470403060241,0.8871431054717918,0.9375,0.2272727272727272,0.4375,0.1066666666666666,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_108.cs,csharp,1.8280542986425337,0.4826796606496646,0.9825481,0.6980095,0.1282051282051282,0.0,0.8543562032185608,0.8373684250870003,0.5833333333333334,0.0,0.25,0.64,0.2048192771084337,0.6666666666666666,0.0,0.2916666666666667,0.2068965517241379,0.45,0.5833333333333334,0.375,type12
Gpt_false_pair_1080.cs,csharp,0.7945205479452054,1.0000000000000002,0.9940187,0.90910727,0.1794871794871795,0.0,0.5558400585411093,0.7578390537345456,0.9375,0.2272727272727272,0.4375,0.0933333333333333,0.8518518518518519,1.2941176470588236,0.0,0.5823863636363636,0.6,0.9941176470588236,0.9375,0.7647058823529411,type12
Gpt_false_pair_1081.cs,csharp,0.9932614555256064,1.0,0.99645114,0.9473653,0.1222222222222222,0.0,0.5389962121146198,0.5549982368786887,0.9473684210526316,0.1041666666666666,0.6428571428571429,0.1089108910891089,1.0,1.5333333333333334,0.0,0.5257675438596491,0.7560975609756098,0.9925619834710744,0.9473684210526316,0.8333333333333334,type12
Gpt_false_pair_1082.cs,csharp,1.0,1.0000000000000004,0.9999324,0.98365766,0.1851851851851851,0.0,0.5090995221042462,0.8936752216075128,1.0,1.0,1.0,0.064516129032258,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1083.cs,csharp,1.0,1.0000000000000004,0.9999324,0.98365766,0.1851851851851851,0.0163934426229508,0.7262221694347133,0.6616571796088672,1.0,1.0,1.0,0.064516129032258,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
Gpt_false_pair_1084.cs,csharp,1.0,1.0000000000000004,0.9989051,0.9692149,0.1851851851851851,0.0,0.8600528381501659,0.8038319673478362,1.0,1.0,1.0,0.0793650793650793,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,type12
